group_sha,model,source,inc_items,dec_items,C_pre_inc,C_pre_dec,C_post_inc,C_post_dec,A_pre_inc,A_pre_dec,A_post_inc,A_post_dec,Y0_inc,Y0_dec,dC_pre,dC_post,dA_pre,dA_post,dY0
02a240f095,gemma3-12b,fever,g24a_fever_193540,g24a_fever_193532,-44.34126,-0.0,-40.890475,-0.072655,44.352411,55.535108,40.88304,55.533435,55.552278,55.535196,-44.34126,-40.817819,-11.182697,-14.650396,0.017082
02a240f095,llama31-8b,fever,g24a_fever_193540,g24a_fever_193532,-29.107053,-44.54248,-47.798209,-36.795913,33.221767,38.647355,34.52295,37.918586,59.225245,44.683475,15.435428,-11.002296,-5.425587,-3.395637,14.54177
02a240f095,mistral-small-24b,fever,g24a_fever_193540,g24a_fever_193532,-24.589717,-62.536773,-68.553548,-57.954746,68.468386,39.557826,64.049985,39.639807,30.082506,39.73199,37.947056,-10.598802,28.91056,24.410178,-9.649483
02a240f095,qwen3-8b,fever,g24a_fever_193540,g24a_fever_193532,-0.0,0.0,-0.001132,0.0,77.721147,32.956842,77.721147,32.956842,22.278853,32.956842,-0.0,-0.001132,44.764306,44.764306,-10.677989
02a240f095,qwen35-9b,fever,g24a_fever_193540,g24a_fever_193532,-0.199546,-0.036817,-94.406137,-0.031286,90.078209,33.330548,89.975044,33.31685,9.552324,33.353231,-0.162729,-94.374851,56.74766,56.658195,-23.800907
02c269369d,gemma3-12b,fever,g24a_fever_223774,g24a_fever_223771,-34.095145,1.9e-05,-37.557673,2e-05,33.365415,55.551089,33.348064,55.551093,55.550915,55.551118,-34.095163,-37.557694,-22.185674,-22.203029,-0.000203
02c269369d,llama31-8b,fever,g24a_fever_223774,g24a_fever_223771,-0.501507,-6.014458,-45.275917,-16.846137,23.560431,-1.08162,32.165908,-1.569456,65.328384,0.044265,5.512952,-28.42978,24.642051,33.735364,65.284119
02c269369d,mistral-small-24b,fever,g24a_fever_223774,g24a_fever_223771,-62.989775,-31.814824,-78.025781,-30.315118,45.902563,20.835622,48.354217,20.855119,48.070917,20.909175,-31.174951,-47.710663,25.066941,27.499097,27.161743
02c269369d,qwen3-8b,fever,g24a_fever_223774,g24a_fever_223771,-0.0,-0.0,-0.0,-0.0,99.996808,0.000372,99.996808,0.000372,0.003192,0.000372,-0.0,-0.0,99.996437,99.996437,0.00282
02c269369d,qwen35-9b,fever,g24a_fever_223774,g24a_fever_223771,-0.093553,-0.702058,-98.320364,-0.00526,0.114572,14.614667,0.184027,15.466564,99.594748,15.473133,0.608505,-98.315104,-14.500095,-15.282537,84.121615
0ad89d58b1,gemma3-12b,scifact,g24a_scifact_1035,g24a_scifact_1034,-30.392185,70.849751,-0.094807,55.496157,33.33803,-22.193047,33.333333,-22.179291,55.555555,66.674531,-101.241936,-55.590964,55.531077,55.512624,-11.118975
0ad89d58b1,llama31-8b,scifact,g24a_scifact_1035,g24a_scifact_1034,-44.442769,3.045554,-39.308846,-63.407327,4.961074,63.603796,4.961158,67.928315,83.927851,85.76679,-47.488323,24.098481,-58.642722,-62.967157,-1.838939
0ad89d58b1,mistral-small-24b,scifact,g24a_scifact_1035,g24a_scifact_1034,-63.211554,-25.052733,-86.361601,-16.264553,46.536495,48.568846,48.688639,53.069507,46.239851,63.106212,-38.15882,-70.097048,-2.032351,-4.380868,-16.866361
0ad89d58b1,qwen3-8b,scifact,g24a_scifact_1035,g24a_scifact_1034,-100.0,53.623133,-99.696012,59.748822,32.806386,-19.584548,32.806377,7.583924,67.193614,67.333467,-153.623133,-159.444834,52.390934,25.222453,-0.139854
0ad89d58b1,qwen35-9b,scifact,g24a_scifact_1035,g24a_scifact_1034,0.634244,1.955931,-94.780953,8.011802,91.877898,-2.04798,90.842731,-6.955402,7.454047,10.148279,-1.321688,-102.792755,93.925878,97.798133,-2.694232
0bab0a612e,gemma3-12b,scifact,g24a_scifact_1136,g24a_scifact_1137,-0.063975,-36.485882,-11.070106,-6.784263,22.255723,37.528961,22.236646,33.856876,55.555555,55.555555,36.421907,-4.285843,-15.273238,-11.620229,-0.0
0bab0a612e,llama31-8b,scifact,g24a_scifact_1136,g24a_scifact_1137,-1.38927,-0.780112,-2.741033,0.581687,46.279302,29.708921,47.881189,31.057412,41.067153,45.795344,-0.609158,-3.32272,16.570382,16.823778,-4.728191
0bab0a612e,mistral-small-24b,scifact,g24a_scifact_1136,g24a_scifact_1137,-56.713779,-14.216323,-43.985749,-4.7196,77.922644,47.996663,77.904489,51.012777,8.876685,61.717565,-42.497457,-39.266149,29.925981,26.891711,-52.840879
0bab0a612e,qwen3-8b,scifact,g24a_scifact_1136,g24a_scifact_1137,-11.269904,0.220063,-89.068678,29.049804,89.064265,35.012971,89.255396,34.973108,0.003069,68.31155,-11.489967,-118.118482,54.051294,54.282288,-68.308481
0bab0a612e,qwen35-9b,scifact,g24a_scifact_1136,g24a_scifact_1137,-0.729824,85.235868,-68.013526,-4.192016,78.007021,6.049058,77.587088,80.96993,21.051899,97.413203,-85.965692,-63.82151,71.957963,-3.382842,-76.361304
0f5ba488f4,gemma3-12b,scifact,g24a_scifact_1185,g24a_scifact_1184,-45.176769,-7.537553,-32.909458,1.693818,29.244043,11.843207,28.928157,-0.728904,59.117969,55.634175,-37.639215,-34.603276,17.400836,29.657061,3.483793
0f5ba488f4,llama31-8b,scifact,g24a_scifact_1185,g24a_scifact_1184,4.759528,-24.380088,-35.67805,54.314099,21.459002,-0.019764,20.900217,-6.0897,70.331719,70.163733,29.139615,-89.99215,21.478766,26.989917,0.167987
0f5ba488f4,mistral-small-24b,scifact,g24a_scifact_1185,g24a_scifact_1184,-91.785044,20.767731,-81.037424,3.74187,44.224601,24.330444,46.231328,28.360694,53.646946,51.424374,-112.552774,-84.779294,19.894157,17.870634,2.222572
0f5ba488f4,qwen3-8b,scifact,g24a_scifact_1185,g24a_scifact_1184,-100.0,9.856419,-99.998974,2.870964,23.86706,34.440084,23.86706,40.412972,76.13294,77.682708,-109.856419,-102.869937,-10.573023,-16.545912,-1.549769
0f5ba488f4,qwen35-9b,scifact,g24a_scifact_1185,g24a_scifact_1184,-0.359652,-0.406515,-96.863568,-3.437715,58.338292,82.510675,57.453116,82.931583,41.658067,90.936129,0.046862,-93.425853,-24.172383,-25.478467,-49.278062
130ca6d4a1,gemma3-12b,scifact,g24a_scifact_1000,g24a_scifact_990,54.198277,-55.824675,-34.893562,0.007733,-33.999122,55.52029,9.077256,55.520298,55.555555,55.555555,110.022953,-34.901295,-89.519413,-46.443042,-0.0
130ca6d4a1,llama31-8b,scifact,g24a_scifact_1000,g24a_scifact_990,-34.25025,-93.22999,-42.462213,-29.826606,54.855925,43.480367,55.883455,42.475862,34.948836,46.59551,58.97974,-12.635607,11.375557,13.407593,-11.646674
130ca6d4a1,mistral-small-24b,scifact,g24a_scifact_1000,g24a_scifact_990,-41.965367,-29.068357,-60.51064,4.894746,8.718746,54.959465,12.076714,53.958677,76.586173,59.239234,-12.89701,-65.405385,-46.24072,-41.881963,17.346938
130ca6d4a1,qwen3-8b,scifact,g24a_scifact_1000,g24a_scifact_990,2.880242,8e-06,-57.476214,7e-06,-9.943224,58.029527,-11.176663,58.029527,89.044966,58.029535,2.880235,-57.476221,-67.972751,-69.20619,31.015431
130ca6d4a1,qwen35-9b,scifact,g24a_scifact_1000,g24a_scifact_990,-70.925532,-0.01423,-89.611763,-0.04906,-0.856422,99.37701,-1.673718,99.380909,99.555017,99.393158,-70.911302,-89.562702,-100.233433,-101.054627,0.161858
16327e7b59,gemma3-12b,scifact,g24a_scifact_805,g24a_scifact_802,-18.025858,-4.665397,-36.999665,8.616791,23.866275,57.426373,23.201419,52.581348,65.019856,63.672812,-13.360461,-45.616456,-33.560098,-29.379929,1.347044
16327e7b59,llama31-8b,scifact,g24a_scifact_805,g24a_scifact_802,0.004282,-3.583479,-44.889697,-22.206412,1.353927,53.187846,2.947943,37.912486,87.954651,60.103909,3.587761,-22.683286,-51.833919,-34.964543,27.850741
16327e7b59,mistral-small-24b,scifact,g24a_scifact_805,g24a_scifact_802,-18.395282,1.191497,-79.824493,7.709331,30.011905,25.506827,30.379897,25.842103,59.909297,33.812755,-19.58678,-87.533824,4.505078,4.537794,26.096542
16327e7b59,qwen3-8b,scifact,g24a_scifact_805,g24a_scifact_802,-0.450539,0.0,-90.533786,0.0,22.222144,42.461115,14.78299,42.461115,75.750827,42.461115,-0.450539,-90.533786,-20.238972,-27.678125,33.289712
16327e7b59,qwen35-9b,scifact,g24a_scifact_805,g24a_scifact_802,-92.394982,-0.183133,-63.491465,1.440434,10.060058,25.640198,9.650689,24.153368,89.278692,25.677432,-92.211849,-64.931899,-15.58014,-14.502679,63.601261
167f30ddc2,gemma3-12b,scifact,g24a_scifact_39,g24a_scifact_40,-4.021858,-0.082143,0.139582,1.041966,4.870821,55.566608,0.022772,55.57322,88.882772,66.667684,-3.939715,-0.902384,-50.695787,-55.550449,22.215088
167f30ddc2,llama31-8b,scifact,g24a_scifact_39,g24a_scifact_40,0.209716,7.010589,0.803873,6.439461,4.324036,-13.280715,3.889086,-14.526193,85.57499,71.846847,-6.800873,-5.635588,17.604751,18.415279,13.728143
167f30ddc2,mistral-small-24b,scifact,g24a_scifact_39,g24a_scifact_40,-19.475624,-26.120428,-44.654408,-4.391527,25.28188,70.940214,18.169473,70.34652,71.573271,77.453881,6.644804,-40.262881,-45.658334,-52.177046,-5.88061
167f30ddc2,qwen3-8b,scifact,g24a_scifact_39,g24a_scifact_40,-0.021392,0.783854,-99.999901,24.66218,15.305732,85.630588,15.305732,61.752218,84.694243,86.414442,-0.805246,-124.662081,-70.324856,-46.446486,-1.720199
167f30ddc2,qwen35-9b,scifact,g24a_scifact_39,g24a_scifact_40,0.226048,-0.017945,-59.537647,-18.180481,1.296133,84.164929,1.562747,82.029442,98.409909,84.181772,0.243993,-41.357166,-82.868796,-80.466695,14.228137
191c8c6d12,gemma3-12b,scifact,g24a_scifact_912,g24a_scifact_910,-33.425426,7.577169,-86.53227,8.381274,33.354731,46.911579,33.335494,46.911583,55.555555,55.548279,-41.002595,-94.913544,-13.556848,-13.576088,0.007277
191c8c6d12,llama31-8b,scifact,g24a_scifact_912,g24a_scifact_910,-0.385883,45.781603,-37.819924,-73.226586,1.198939,-59.589306,4.339794,0.515083,89.032804,19.327003,-46.167486,35.406662,60.788244,3.82471,69.705801
191c8c6d12,mistral-small-24b,scifact,g24a_scifact_912,g24a_scifact_910,-64.804361,-35.565522,-73.494063,-40.753807,44.340551,41.138659,45.360131,43.714031,46.277114,50.15299,-29.238839,-32.740256,3.201892,1.646101,-3.875876
191c8c6d12,qwen3-8b,scifact,g24a_scifact_912,g24a_scifact_910,-0.0,100.0,-1.098887,100.0,100.0,-99.999729,100.0,-99.999729,0.0,0.000271,-100.0,-101.098887,199.999729,199.999729,-0.000271
191c8c6d12,qwen35-9b,scifact,g24a_scifact_912,g24a_scifact_910,-0.500412,0.00158,-86.429206,-19.737837,-0.002038,85.495995,-0.094006,85.490401,99.544923,85.514562,-0.501992,-66.691369,-85.498033,-85.584408,14.030361
206f9579ad,gemma3-12b,scifact,g24a_scifact_1348,"g24a_scifact_1347,g24a_scifact_379",-0.262407,-10.545852,-84.550773,-4.104218,20.905636,22.352581,20.890738,9.80572,67.991097,61.117073,10.283445,-80.446555,-1.446945,11.085018,6.874024
206f9579ad,llama31-8b,scifact,g24a_scifact_1348,"g24a_scifact_1347,g24a_scifact_379",-1.444723,-38.001106,-39.452795,-6.422438,1.137563,51.386876,3.86269,6.552446,88.567606,62.201885,36.556383,-33.030356,-50.249312,-2.689756,26.365722
206f9579ad,mistral-small-24b,scifact,g24a_scifact_1348,"g24a_scifact_1347,g24a_scifact_379",-70.803775,-1.510077,-88.989473,2.137979,1.570726,56.580729,6.180779,57.539093,87.367097,68.045321,-69.293698,-91.127452,-55.010003,-51.358314,19.321776
206f9579ad,qwen3-8b,scifact,g24a_scifact_1348,"g24a_scifact_1347,g24a_scifact_379",-99.999916,66.70492,-99.999998,21.499503,3.564682,16.618496,3.564683,61.823918,96.435317,83.323423,-166.704836,-121.499501,-13.053814,-58.259235,13.111894
206f9579ad,qwen35-9b,scifact,g24a_scifact_1348,"g24a_scifact_1347,g24a_scifact_379",-5.104104,3.262665,-94.971333,-7.178599,0.815855,47.589146,0.3897,51.006503,98.288965,51.035909,-8.366769,-87.792734,-46.773291,-50.616803,47.253056
23e2026256,gemma3-12b,scifact,g24a_scifact_1125,g24a_scifact_1126,-20.536715,-22.075145,6.666561,-7.228969,32.497,53.919369,22.554259,60.825459,55.549086,65.020388,1.53843,13.895531,-21.422369,-38.2712,-9.471302
23e2026256,llama31-8b,scifact,g24a_scifact_1125,g24a_scifact_1126,0.739035,-3.175795,-43.265437,-33.564359,43.764678,59.791638,48.400376,53.858398,46.029919,66.462398,3.91483,-9.701079,-16.02696,-5.458022,-20.432479
23e2026256,mistral-small-24b,scifact,g24a_scifact_1125,g24a_scifact_1126,-45.064494,-35.06742,-44.011577,-33.011854,45.627709,58.305237,43.093377,57.671313,45.870531,67.560499,-9.997074,-10.999723,-12.677529,-14.577936,-21.689968
23e2026256,qwen3-8b,scifact,g24a_scifact_1125,g24a_scifact_1126,-0.255334,-0.0,-1.117428,0.0,44.475972,77.822857,44.475972,77.822857,55.524028,77.822857,-0.255334,-1.117428,-33.346885,-33.346885,-22.298829
23e2026256,qwen35-9b,scifact,g24a_scifact_1125,g24a_scifact_1126,-10.847582,-80.408417,-59.241785,-31.627515,38.473049,86.612058,38.534903,84.033042,60.831698,93.728849,69.560835,-27.61427,-48.13901,-45.49814,-32.89715
2872aac67b,gemma3-12b,scifact,g24a_scifact_681,g24a_scifact_683,1.634522,-0.002274,-0.000199,11.048451,22.257605,66.64995,22.257609,55.613366,66.641389,66.666641,1.636797,-11.04865,-44.392345,-33.355757,-0.025252
2872aac67b,llama31-8b,scifact,g24a_scifact_681,g24a_scifact_683,-2.265493,-1.784896,-46.143753,43.275296,20.248729,-13.385715,18.949869,-15.969727,73.497132,76.785748,-0.480597,-89.41905,33.634444,34.919595,-3.288616
2872aac67b,mistral-small-24b,scifact,g24a_scifact_681,g24a_scifact_683,-61.344337,-3.890288,-78.32845,-22.576652,39.021072,44.396592,40.743985,44.652454,56.345399,52.29725,-57.454049,-55.751798,-5.37552,-3.908469,4.048149
2872aac67b,qwen3-8b,scifact,g24a_scifact_681,g24a_scifact_683,0.0,100.0,-0.0,100.0,11.205585,-3.564687,11.205585,-3.564687,88.794415,96.435312,-100.0,-100.0,14.770273,14.770273,-7.640898
2872aac67b,qwen35-9b,scifact,g24a_scifact_681,g24a_scifact_683,0.315841,0.053284,-95.951665,0.518293,7.56218,-90.190653,5.818933,9.187125,90.822707,9.742349,0.262558,-96.469958,97.752833,-3.368192,81.080357
295d1e6d1a,gemma3-12b,fever,g24a_fever_16224,g24a_fever_47403,-33.265302,3.695754,-0.575206,24.733863,0.053258,77.805287,0.25056,8.6323,88.893545,88.882907,-36.961056,-25.309069,-77.752029,-8.381739,0.010638
295d1e6d1a,llama31-8b,fever,g24a_fever_16224,g24a_fever_47403,4.134443,-64.716049,-40.430707,-1.499976,-8.602719,45.015416,-4.76916,-26.64828,93.67209,61.845808,68.850492,-38.930732,-53.618135,21.879119,31.826282
295d1e6d1a,mistral-small-24b,fever,g24a_fever_16224,g24a_fever_47403,-82.938343,-31.443867,-13.223817,-31.367234,10.889647,21.088068,8.949852,16.275435,88.933528,21.32847,-51.494476,18.143417,-10.198421,-7.325583,67.605059
295d1e6d1a,qwen3-8b,fever,g24a_fever_16224,g24a_fever_47403,-0.0,-2e-06,-44.018198,-30.179325,0.0,56.289053,0.0,56.289053,100.0,56.289053,2e-06,-13.838874,-56.289053,-56.289053,43.710947
295d1e6d1a,qwen35-9b,fever,g24a_fever_16224,g24a_fever_47403,-98.911578,0.066637,-97.890258,-28.792872,0.622807,20.551555,0.042686,14.864575,99.069959,20.636122,-98.978215,-69.097386,-19.928748,-14.821889,78.433837
2af684783a,gemma3-12b,fever,"g24a_fever_120681,g24a_fever_112438",g24a_fever_45374,-0.002026,0.000387,-5.343994,0.00011,38.925052,1.061066,38.925116,1.061563,61.074675,1.061802,-0.002413,-5.344104,37.863986,37.863553,60.012873
2af684783a,llama31-8b,fever,"g24a_fever_120681,g24a_fever_112438",g24a_fever_45374,-8.31006,81.057547,-65.662854,52.862264,54.794969,-61.648235,54.357468,-64.635179,43.170418,30.384395,-89.367607,-118.525118,116.443204,118.992647,12.786023
2af684783a,mistral-small-24b,fever,"g24a_fever_120681,g24a_fever_112438",g24a_fever_45374,-91.437404,-42.652291,-91.88274,-6.827128,58.207784,14.945177,58.334386,15.081743,41.588907,15.13239,-48.785113,-85.055612,43.262607,43.252643,26.456516
2af684783a,qwen3-8b,fever,"g24a_fever_120681,g24a_fever_112438",g24a_fever_45374,-0.0,1e-06,-9.160853,5e-06,14.569295,70.861011,14.569295,70.861007,85.430705,70.861012,-1e-06,-9.160857,-56.291716,-56.291712,14.569693
2af684783a,qwen35-9b,fever,"g24a_fever_120681,g24a_fever_112438",g24a_fever_45374,-0.122677,1.56529,-91.582207,0.844277,91.332068,69.894247,91.222661,69.474176,8.618378,72.249324,-1.687967,-92.426485,21.437822,21.748486,-63.630946
2ef7066db4,gemma3-12b,fever,g24a_fever_43041,g24a_fever_101716,-38.906256,-55.396084,-43.381712,-6.768766,60.818951,34.943567,65.315072,34.943296,33.625487,34.94381,16.489827,-36.612947,25.875385,30.371776,-1.318324
2ef7066db4,llama31-8b,fever,g24a_fever_43041,g24a_fever_101716,-43.664084,-14.379098,-42.68336,-45.813581,60.620914,44.706619,62.551186,47.045754,34.441418,47.223971,-29.284986,3.130221,15.914295,15.505432,-12.782553
2ef7066db4,mistral-small-24b,fever,g24a_fever_43041,g24a_fever_101716,-55.488165,-19.112398,-58.178745,-28.577958,13.661418,10.503437,13.677784,10.490763,86.090518,10.559917,-36.375767,-29.600787,3.157981,3.187021,75.5306
2ef7066db4,qwen3-8b,fever,g24a_fever_43041,g24a_fever_101716,-54.309825,0.0,-91.874425,0.0,87.562134,-0.0,91.874419,-0.0,7e-06,0.0,-54.309825,-91.874425,87.562134,91.874419,7e-06
2ef7066db4,qwen35-9b,fever,g24a_fever_43041,g24a_fever_101716,-0.286136,-45.699357,-87.062176,11.086704,74.139809,0.780483,73.056004,-8.883046,23.679936,2.216475,45.413221,-98.148881,73.359326,81.93905,21.463461
3784e1e225,gemma3-12b,scifact,g24a_scifact_222,g24a_scifact_221,0.002535,-0.299386,-33.598946,10.662841,22.23957,55.543216,22.23808,44.627841,66.651874,66.653271,0.301922,-44.261787,-33.303646,-22.389762,-0.001396
3784e1e225,llama31-8b,scifact,g24a_scifact_222,g24a_scifact_221,0.930295,2.737328,-91.026615,-25.530611,46.025571,26.497827,47.948857,21.931727,44.454637,41.988791,-1.807033,-65.496005,19.527744,26.01713,2.465846
3784e1e225,mistral-small-24b,scifact,g24a_scifact_222,g24a_scifact_221,-84.529732,-46.222032,-59.241157,-22.120331,61.448257,42.375193,61.26615,42.231763,29.679198,54.018483,-38.3077,-37.120825,19.073064,19.034387,-24.339285
3784e1e225,qwen3-8b,scifact,g24a_scifact_222,g24a_scifact_221,-0.0,0.0,0.0,0.0,31.306678,64.639708,31.306678,64.639708,68.693322,64.639708,-0.0,-0.0,-33.333029,-33.33303,4.053613
3784e1e225,qwen35-9b,scifact,g24a_scifact_222,g24a_scifact_221,-0.051851,-0.032308,-96.232651,-4.339646,75.639392,97.564177,76.752514,97.102944,23.216589,97.581958,-0.019544,-91.893004,-21.924785,-20.35043,-74.365369
3c940c4ab6,gemma3-12b,scifact,g24a_scifact_120,g24a_scifact_119,-12.797954,4.639698,-26.95239,1.317586,21.158065,44.246005,21.186233,44.37193,56.612769,55.157382,-17.437652,-28.269976,-23.08794,-23.185698,1.455387
3c940c4ab6,llama31-8b,scifact,g24a_scifact_120,g24a_scifact_119,-3.277337,20.266293,-50.312867,6.746059,23.903569,15.790051,26.694614,33.516899,56.53788,45.198892,-23.54363,-57.058927,8.113518,-6.822285,11.338988
3c940c4ab6,mistral-small-24b,scifact,g24a_scifact_120,g24a_scifact_119,-63.622161,-5.091494,-76.196101,0.200451,34.367574,14.194061,43.786366,15.336471,41.463045,15.968732,-58.530667,-76.396552,20.173513,28.449896,25.494313
3c940c4ab6,qwen3-8b,scifact,g24a_scifact_120,g24a_scifact_119,0.643487,-1e-06,-97.525543,-0.000104,10.267698,24.692241,30.857045,24.692241,66.668501,24.692241,0.643488,-97.525438,-14.424543,6.164805,41.97626
3c940c4ab6,qwen35-9b,scifact,g24a_scifact_120,g24a_scifact_119,-1.513471,-0.001469,-97.904691,-3.006051,12.451993,18.917708,11.924983,16.856893,86.003262,18.967612,-1.512002,-94.89864,-6.465715,-4.93191,67.03565
418c9c7ded,gemma3-12b,fever,g24a_fever_137414,"g24a_fever_99144,g24a_fever_110276",-44.484448,-2e-06,-44.550348,-0.001443,44.499793,27.854864,44.499869,27.854862,55.499957,27.854875,-44.484445,-44.548904,16.644929,16.645007,27.645082
418c9c7ded,llama31-8b,fever,g24a_fever_137414,"g24a_fever_99144,g24a_fever_110276",0.423262,0.175919,-1.0644,-15.331697,90.143449,-0.307279,90.662108,-0.669043,8.651624,0.37513,0.247343,14.267297,90.450729,91.331151,8.276494
418c9c7ded,mistral-small-24b,fever,g24a_fever_137414,"g24a_fever_99144,g24a_fever_110276",-65.511766,-4.839818,-81.662292,-4.726441,99.813849,26.35328,99.86877,26.509938,0.084098,26.55818,-60.671948,-76.935851,73.460568,73.358832,-26.474083
418c9c7ded,qwen3-8b,fever,g24a_fever_137414,"g24a_fever_99144,g24a_fever_110276",-0.0,0.0,0.0,0.0,2e-06,22.873906,2e-06,22.873906,99.999998,22.873906,-0.0,0.0,-22.873903,-22.873903,77.126092
418c9c7ded,qwen35-9b,fever,g24a_fever_137414,"g24a_fever_99144,g24a_fever_110276",-0.320806,0.000258,-1.039656,-0.094453,1.991298,7.339642,1.591589,7.275545,97.535863,7.4683,-0.321064,-0.945202,-5.348344,-5.683956,90.067563
46ea5012c1,gemma3-12b,fever,g24a_fever_5972,g24a_fever_104021,-3.561836,2.3e-05,-27.067029,0.000459,44.583417,45.420566,44.260676,45.420124,55.413628,45.420604,-3.561859,-27.067488,-0.837148,-1.159448,9.993024
46ea5012c1,llama31-8b,fever,g24a_fever_5972,g24a_fever_104021,-55.353903,-25.695599,-44.3986,-51.556725,45.298405,23.581462,44.773245,43.400181,52.183623,43.509494,-29.658303,7.158125,21.716943,1.373064,8.674129
46ea5012c1,mistral-small-24b,fever,g24a_fever_5972,g24a_fever_104021,-49.078359,-40.487588,-60.521413,-31.863726,88.261434,24.996921,88.385421,25.110712,11.552679,25.239485,-8.590771,-28.657687,63.264512,63.27471,-13.686806
46ea5012c1,qwen3-8b,fever,g24a_fever_5972,g24a_fever_104021,-0.000158,0.0,-0.00468,0.0,100.0,-0.0,100.0,-0.0,0.0,0.0,-0.000158,-0.00468,100.0,100.0,0.0
46ea5012c1,qwen35-9b,fever,g24a_fever_5972,g24a_fever_104021,-0.72117,0.00629,-60.8172,0.005006,99.662074,-0.01276,99.702588,-0.017894,0.001221,0.002459,-0.72746,-60.822206,99.674834,99.720482,-0.001237
4763290d52,gemma3-12b,fever,g24a_fever_2739,g24a_fever_96710,-9.156816,-46.900106,2.471951,-53.844134,3.240084,57.979192,1.091326,64.970915,96.434223,66.615897,37.74329,56.316085,-54.739108,-63.879589,29.818326
4763290d52,llama31-8b,fever,g24a_fever_2739,g24a_fever_96710,-35.687017,-4.958788,-1.99077,48.864301,86.992228,15.798779,89.370645,-71.180755,4.341843,27.130973,-30.728229,-50.855071,71.19345,160.5514,-22.789129
4763290d52,mistral-small-24b,fever,g24a_fever_2739,g24a_fever_96710,-14.109884,-8.314792,-43.610101,-35.778321,31.310397,70.929887,32.202845,73.202909,67.484543,77.667626,-5.795092,-7.83178,-39.61949,-41.000064,-10.183083
4763290d52,qwen3-8b,fever,g24a_fever_2739,g24a_fever_96710,-87.976123,-0.0,7e-06,0.0,-11.955128,0.0,-7e-06,0.0,100.0,0.0,-87.976123,7e-06,-11.955128,-7e-06,100.0
4763290d52,qwen35-9b,fever,g24a_fever_2739,g24a_fever_96710,-0.296184,-7.92561,-1.032523,-15.81514,2.269507,90.080828,2.303672,88.974623,96.554493,92.371983,7.629427,14.782617,-87.811321,-86.670951,4.18251
4bc72d9ea8,gemma3-12b,scifact,g24a_scifact_235,g24a_scifact_233,-18.324318,-44.413691,-20.880267,4.876938,47.979939,55.990374,49.279969,51.208839,33.362477,67.19322,26.089373,-25.757204,-8.010436,-1.92887,-33.830743
4bc72d9ea8,llama31-8b,scifact,g24a_scifact_235,g24a_scifact_233,-24.574769,78.667822,-51.071859,-21.674934,42.03405,-40.867057,47.308763,22.293779,51.361394,47.088266,-103.242591,-29.396925,82.901108,25.014984,4.273129
4bc72d9ea8,mistral-small-24b,scifact,g24a_scifact_235,g24a_scifact_233,-63.939741,-36.221767,-68.60142,50.386954,68.833132,82.652168,70.050712,0.389915,20.813219,90.907143,-27.717974,-118.988374,-13.819036,69.660797,-70.093923
4bc72d9ea8,qwen3-8b,scifact,g24a_scifact_235,g24a_scifact_233,-0.044743,-1e-06,0.001757,0.0,-0.000504,72.91,-0.00176,72.91,100.0,72.91,-0.044742,0.001757,-72.910504,-72.91176,27.09
4bc72d9ea8,qwen35-9b,scifact,g24a_scifact_235,g24a_scifact_233,-0.244199,0.370825,-73.705888,-31.545494,43.406788,96.948519,43.029625,97.2203,56.032878,97.578066,-0.615025,-42.160393,-53.541731,-54.190675,-41.545188
4c0fc60923,gemma3-12b,fever,g24a_fever_211775,g24a_fever_211799,-44.472948,-55.510793,-2.250755,-0.001163,13.135786,88.887306,11.813575,88.888798,86.861944,88.888886,11.037845,-2.249593,-75.75152,-77.075223,-2.026942
4c0fc60923,llama31-8b,fever,g24a_fever_211775,g24a_fever_211799,-1.48741,-53.256333,-9.793755,7.466888,2.503232,89.56905,5.26663,88.001309,93.884889,95.671011,51.768923,-17.260643,-87.065818,-82.734678,-1.786122
4c0fc60923,mistral-small-24b,fever,g24a_fever_211775,g24a_fever_211799,-69.297574,-34.114041,-77.221696,-24.560234,18.58616,5.920734,18.564036,5.951815,81.155017,6.016391,-35.183533,-52.661462,12.665426,12.612221,75.138626
4c0fc60923,qwen3-8b,fever,g24a_fever_211775,g24a_fever_211799,-0.0,0.0,-0.0,0.0,0.000113,100.0,0.000113,100.0,99.999887,100.0,-0.0,-0.0,-99.999887,-99.999887,-0.000113
4c0fc60923,qwen35-9b,fever,g24a_fever_211775,g24a_fever_211799,-0.107604,-11.597311,-95.47564,-3.469239,0.239739,24.750393,0.048439,22.950481,99.661747,26.039093,11.489707,-92.006401,-24.510655,-22.902042,73.622655
53ae76df8c,gemma3-12b,fever,g24a_fever_93273,g24a_fever_32505,-0.009498,15.221133,-47.072226,93.535031,0.010112,-34.720478,0.008038,-37.942969,99.989697,55.810534,-15.230631,-140.607256,34.73059,37.951006,44.179163
53ae76df8c,llama31-8b,fever,g24a_fever_93273,g24a_fever_32505,-4.770609,60.523336,-49.626932,16.159414,76.728569,-1.474736,76.393928,-1.000527,19.626861,87.852498,-65.293944,-65.786347,78.203305,77.394456,-68.225637
53ae76df8c,mistral-small-24b,fever,g24a_fever_93273,g24a_fever_32505,-81.610859,9.357475,-73.91619,37.259583,97.410551,55.1819,97.371526,8.783428,2.192277,67.717951,-90.968334,-111.175773,42.228651,88.588098,-65.525674
